,Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
147,CIFAR10 5_9,Baseline,10,None,0.704,0.707649382,0.073568404,0.72610945,0.928020712,0.798855933,1.887476921,0.145963192
148,CIFAR10 5_9,Noisy Student,10,"unl_factor: 0.1, threshold: 0.6, num_of_students: 3",0.7312,0.732505417,0.066993016,0.734059351,0.934962014,0.817865719,11.82505751,0.743982792
149,CIFAR10 5_9,Improved Noisy Student,10,"unl_factor: 0.1, threshold: 0.6, num_of_students: 3, ensemble_size: 3",0.7412,0.739233315,0.064805011,0.742740252,0.935381838,0.819843401,39.52981091,1.902354002
150,CIFAR100 0-9,Baseline,1,None,0.234,0.246269872,0.084700978,0.305924214,0.741995349,0.323315422,0.856665611,0.107370138
151,CIFAR100 0-9,Noisy Student,1,"unl_factor: 0.2, threshold: 0.7, num_of_students: 2",0.23,0.256541116,0.084492703,0.278557643,0.698742904,0.282962567,3.219645023,0.248748779
152,CIFAR100 0-9,Improved Noisy Student,1,"unl_factor: 0.2, threshold: 0.7, num_of_students: 2, ensemble_size: 2",0.208,0.204098639,0.088575098,0.072332915,0.699889357,0.267009854,7.880484819,0.694715261
153,CIFAR100 0-9,Baseline,2,None,0.182,0.187156974,0.09078029,0.123553551,0.695377018,0.267847005,0.800519943,0.110453367
154,CIFAR100 0-9,Noisy Student,2,"unl_factor: 0.1, threshold: 0.7, num_of_students: 3",0.22,0.23395673,0.08551028,0.249084963,0.715976962,0.297566055,3.026266813,0.257480383
155,CIFAR100 0-9,Improved Noisy Student,2,"unl_factor: 0.1, threshold: 0.7, num_of_students: 3, ensemble_size: 2",0.144,0.166970836,0.093581468,0.326501109,0.715943105,0.262572534,10.63001919,0.705263376
156,CIFAR100 0-9,Baseline,3,None,0.202,0.192685788,0.089184162,0.188078062,0.686854897,0.253579188,0.864722967,0.589360714
157,CIFAR100 0-9,Noisy Student,3,"unl_factor: 0.1, threshold: 0.8, num_of_students: 3",0.274,0.280194859,0.080355484,0.234584586,0.747719558,0.307055106,3.016546726,0.195518494
158,CIFAR100 0-9,Improved Noisy Student,3,"unl_factor: 0.1, threshold: 0.8, num_of_students: 3, ensemble_size: 3",0.216,0.216611496,0.08687994,0.298082469,0.699098831,0.256433524,9.709729195,0.782573938
159,CIFAR100 0-9,Baseline,4,None,0.154,0.15036303,0.094334265,0.102399057,0.68111469,0.242328721,0.881360769,0.071384192
160,CIFAR100 0-9,Noisy Student,4,"unl_factor: 0.2, threshold: 0.6, num_of_students: 2",0.238,0.231312184,0.084837618,0.276104002,0.721080042,0.297404806,3.813274622,0.24546504
161,CIFAR100 0-9,Improved Noisy Student,4,"unl_factor: 0.2, threshold: 0.6, num_of_students: 2, ensemble_size: 2",0.236,0.232443747,0.08517562,0.264840624,0.692289664,0.246772324,7.801930189,0.65348196
162,CIFAR100 0-9,Baseline,5,None,0.27,0.285841523,0.080412767,0.423208687,0.745106413,0.299170941,0.831567764,0.113748312
163,CIFAR100 0-9,Noisy Student,5,"unl_factor: 0.2, threshold: 0.8, num_of_students: 2",0.258,0.264601636,0.082152318,0.269898801,0.726247901,0.315265852,3.697527409,0.258880377
164,CIFAR100 0-9,Improved Noisy Student,5,"unl_factor: 0.2, threshold: 0.8, num_of_students: 2, ensemble_size: 3",0.286,0.265823502,0.080427079,0.283259172,0.710567706,0.257747723,7.634249687,1.103075027
165,CIFAR100 0-9,Baseline,6,None,0.196,0.200708449,0.088607464,0.250731079,0.724038053,0.269290582,0.895619154,0.082626104
166,CIFAR100 0-9,Noisy Student,6,"unl_factor: 0.2, threshold: 0.6, num_of_students: 3",0.252,0.245015496,0.083219393,0.323308989,0.736896355,0.313150653,3.355036497,0.183426619
167,CIFAR100 0-9,Improved Noisy Student,6,"unl_factor: 0.2, threshold: 0.6, num_of_students: 3, ensemble_size: 3",0.254,0.246710975,0.082926234,0.224655711,0.706260406,0.279881164,10.70316792,0.636246204
168,CIFAR100 0-9,Baseline,7,None,0.214,0.22164323,0.087279028,0.179488567,0.690351923,0.24114334,0.861660719,0.105645657
169,CIFAR100 0-9,Noisy Student,7,"unl_factor: 0.2, threshold: 0.6, num_of_students: 3",0.266,0.251014996,0.081914656,0.207315149,0.73033752,0.308483316,3.314840794,0.251477718
170,CIFAR100 0-9,Improved Noisy Student,7,"unl_factor: 0.2, threshold: 0.6, num_of_students: 3, ensemble_size: 3",0.176,0.185958191,0.090704436,0.211367281,0.684491494,0.222919192,10.5548141,0.645046711
171,CIFAR100 0-9,Baseline,8,None,0.178,0.176389734,0.091682411,0.256760807,0.723665754,0.271403068,0.798116684,0.107844353
172,CIFAR100 0-9,Noisy Student,8,"unl_factor: 0.1, threshold: 0.6, num_of_students: 3",0.276,0.293946874,0.079431643,0.375621543,0.729169418,0.337873925,3.648691177,0.245079994
173,CIFAR100 0-9,Improved Noisy Student,8,"unl_factor: 0.1, threshold: 0.6, num_of_students: 3, ensemble_size: 2",0.236,0.228149559,0.08521238,0.218600454,0.691686065,0.25856227,10.66195107,0.632550955
174,CIFAR100 0-9,Baseline,9,None,0.174,0.171080508,0.092092453,0.100017384,0.698724932,0.271275666,0.865404367,0.108464003
175,CIFAR100 0-9,Noisy Student,9,"unl_factor: 0.1, threshold: 0.7, num_of_students: 2",0.338,0.325635718,0.073651929,0.240366176,0.707824242,0.317910333,3.133063078,0.256047964
176,CIFAR100 0-9,Improved Noisy Student,9,"unl_factor: 0.1, threshold: 0.7, num_of_students: 2, ensemble_size: 2",0.17,0.18422308,0.090969421,0.258668732,0.707977477,0.28175552,7.657212019,0.621836901
177,CIFAR100 0-9,Baseline,10,None,0.154,0.173452263,0.093057237,0.212084912,0.669317612,0.235286155,0.888379335,0.107692003
178,CIFAR100 0-9,Noisy Student,10,"unl_factor: 0.2, threshold: 0.6, num_of_students: 2",0.25,0.273858013,0.082354566,0.256521194,0.727653351,0.300830502,3.264090776,0.19615221
179,CIFAR100 0-9,Improved Noisy Student,10,"unl_factor: 0.2, threshold: 0.6, num_of_students: 2, ensemble_size: 3",0.246,0.235668188,0.084718051,0.223969984,0.704471866,0.278935481,7.900665283,0.669649363
180,CIFAR100 10-19,Baseline,1,None,0.118,0.112872191,0.098503915,0.134937742,0.71581055,0.28213995,35.27015281,0.105512381
181,CIFAR100 10-19,Noisy Student,1,"unl_factor: 0.2, threshold: 0.6, num_of_students: 2",0.284,0.292983249,0.079304824,0.357388664,0.736501962,0.295276698,3.383511782,0.235833883
182,CIFAR100 10-19,Improved Noisy Student,1,"unl_factor: 0.2, threshold: 0.6, num_of_students: 2, ensemble_size: 3",0.304,0.308167925,0.077376514,0.331208085,0.77300063,0.321821812,7.363812685,0.54016304
183,CIFAR100 10-19,Baseline,2,None,0.226,0.217071626,0.086377296,0.384435834,0.779353677,0.350959934,0.844092131,0.102475882
184,CIFAR100 10-19,Noisy Student,2,"unl_factor: 0.2, threshold: 0.7, num_of_students: 2",0.256,0.236277113,0.083391252,0.16141487,0.732390001,0.299545125,3.108950138,0.238264322
185,CIFAR100 10-19,Improved Noisy Student,2,"unl_factor: 0.2, threshold: 0.7, num_of_students: 2, ensemble_size: 2",0.208,0.20601683,0.088166661,0.193325735,0.756453071,0.299642492,7.20451951,0.517109156
186,CIFAR100 10-19,Baseline,3,None,0.204,0.204256864,0.088532776,0.145637368,0.773038846,0.338850919,0.83283186,0.066333294
187,CIFAR100 10-19,Noisy Student,3,"unl_factor: 0.2, threshold: 0.7, num_of_students: 2",0.206,0.211715962,0.088005788,0.066828135,0.701835184,0.269406217,2.78362155,0.244119406
188,CIFAR100 10-19,Improved Noisy Student,3,"unl_factor: 0.2, threshold: 0.7, num_of_students: 2, ensemble_size: 2",0.182,0.195432691,0.090039095,0.070948362,0.744147888,0.294817584,7.239679098,0.727087736
189,CIFAR100 10-19,Baseline,4,None,0.128,0.123807215,0.097132825,0.035628148,0.725011675,0.264217392,0.770059586,0.104629755
190,CIFAR100 10-19,Noisy Student,4,"unl_factor: 0.2, threshold: 0.8, num_of_students: 3",0.278,0.250808328,0.080854032,0.149142393,0.686497427,0.251327739,3.231666327,0.167995691
191,CIFAR100 10-19,Improved Noisy Student,4,"unl_factor: 0.2, threshold: 0.8, num_of_students: 3, ensemble_size: 2",0.192,0.200201351,0.089528364,0.167771078,0.71352108,0.276852508,10.03770804,0.525969028
192,CIFAR100 10-19,Baseline,5,None,0.226,0.243609541,0.085236835,0.355083728,0.762729766,0.33032821,0.762934208,0.065464735
193,CIFAR100 10-19,Noisy Student,5,"unl_factor: 0.1, threshold: 0.7, num_of_students: 2",0.266,0.260921064,0.081857086,0.123669154,0.739624405,0.294913261,3.524924994,0.2398417
194,CIFAR100 10-19,Improved Noisy Student,5,"unl_factor: 0.1, threshold: 0.7, num_of_students: 2, ensemble_size: 3",0.218,0.240648019,0.085861765,0.216976856,0.747754826,0.313606331,7.499600172,0.657886744
195,CIFAR100 10-19,Baseline,6,None,0.186,0.181680823,0.09059085,0.171102694,0.734161808,0.284378152,0.866148233,0.07205081
196,CIFAR100 10-19,Noisy Student,6,"unl_factor: 0.1, threshold: 0.7, num_of_students: 3",0.258,0.262849325,0.082249651,0.259528926,0.739926866,0.305585413,3.1343894,0.240217209
197,CIFAR100 10-19,Improved Noisy Student,6,"unl_factor: 0.1, threshold: 0.7, num_of_students: 3, ensemble_size: 2",0.202,0.207986392,0.08826484,0.145201461,0.725291909,0.279063757,9.594707251,0.621833801
198,CIFAR100 10-19,Baseline,7,None,0.262,0.25699155,0.082137199,0.221181085,0.752185765,0.331734273,1.235906124,0.067018747
199,CIFAR100 10-19,Noisy Student,7,"unl_factor: 0.1, threshold: 0.8, num_of_students: 3",0.28,0.257850502,0.080279302,0.11690963,0.709117839,0.279218954,2.844389915,0.18897891
200,CIFAR100 10-19,Improved Noisy Student,7,"unl_factor: 0.1, threshold: 0.8, num_of_students: 3, ensemble_size: 3",0.22,0.214466806,0.086636825,0.20184683,0.734825452,0.307354436,9.782743216,0.586045265
201,CIFAR100 10-19,Baseline,8,None,0.2,0.206690519,0.08856278,0.099824726,0.752537724,0.311621656,0.763703823,0.070248365
202,CIFAR100 10-19,Noisy Student,8,"unl_factor: 0.1, threshold: 0.6, num_of_students: 2",0.244,0.232809881,0.084242009,0.128738546,0.731604281,0.284705894,3.050194502,0.188494682
203,CIFAR100 10-19,Improved Noisy Student,8,"unl_factor: 0.1, threshold: 0.6, num_of_students: 2, ensemble_size: 2",0.18,0.166799645,0.091210916,0.066483746,0.730802095,0.283227652,7.11056304,0.58804059
204,CIFAR100 10-19,Baseline,9,None,0.212,0.220612323,0.087128178,0.179159016,0.718137494,0.264775452,0.767243862,0.069738388
205,CIFAR100 10-19,Noisy Student,9,"unl_factor: 0.2, threshold: 0.8, num_of_students: 3",0.24,0.259642857,0.083651828,0.184335258,0.734931649,0.294894756,3.206589222,0.168535233
206,CIFAR100 10-19,Improved Noisy Student,9,"unl_factor: 0.2, threshold: 0.8, num_of_students: 3, ensemble_size: 2",0.232,0.234219102,0.085209052,0.232423581,0.766359882,0.33602986,10.35538363,0.652792454
207,CIFAR100 10-19,Baseline,10,None,0.232,0.224473902,0.086105432,0.228307654,0.727193895,0.250804996,1.098958969,0.470493555
208,CIFAR100 10-19,Noisy Student,10,"unl_factor: 0.1, threshold: 0.6, num_of_students: 2",0.208,0.216295883,0.087467837,0.11183096,0.7255601,0.275936568,3.24930048,0.239425421
209,CIFAR100 10-19,Improved Noisy Student,10,"unl_factor: 0.1, threshold: 0.6, num_of_students: 2, ensemble_size: 3",0.194,0.183307234,0.09062227,0.157233076,0.748876742,0.299367792,7.109752893,0.631189346
210,CIFAR100 20-29,Baseline,1,None,0.292,0.299637452,0.078258782,0.392108736,0.723580021,0.314738535,0.880563259,0.104253292
211,CIFAR100 20-29,Noisy Student,1,"unl_factor: 0.2, threshold: 0.6, num_of_students: 3",0.254,0.246168121,0.083411734,0.296713253,0.714124155,0.30411023,2.880404949,0.170160294
212,CIFAR100 20-29,Improved Noisy Student,1,"unl_factor: 0.2, threshold: 0.6, num_of_students: 3, ensemble_size: 3",0.226,0.216665131,0.086349819,0.390328614,0.738789107,0.315947075,9.985544443,0.523836136
213,CIFAR100 20-29,Baseline,2,None,0.2,0.204382744,0.088591853,0.357002273,0.777216223,0.403768235,0.748264313,0.069231033
214,CIFAR100 20-29,Noisy Student,2,"unl_factor: 0.1, threshold: 0.6, num_of_students: 2",0.306,0.316504906,0.076861316,0.203274145,0.738304656,0.306500579,3.015775442,0.237072468
215,CIFAR100 20-29,Improved Noisy Student,2,"unl_factor: 0.1, threshold: 0.6, num_of_students: 2, ensemble_size: 2",0.258,0.26125961,0.08215499,0.185539235,0.76832062,0.345379079,7.502337933,0.723752737
216,CIFAR100 20-29,Baseline,3,None,0.24,0.262457957,0.083234058,0.319873315,0.753232912,0.374326275,0.829558134,0.112461805
217,CIFAR100 20-29,Noisy Student,3,"unl_factor: 0.2, threshold: 0.7, num_of_students: 3",0.312,0.30156008,0.075836575,0.23243589,0.725118282,0.300269334,3.029899597,0.170082331
218,CIFAR100 20-29,Improved Noisy Student,3,"unl_factor: 0.2, threshold: 0.7, num_of_students: 3, ensemble_size: 3",0.262,0.280560759,0.080956771,0.270173128,0.743938525,0.351549709,10.25519562,0.921904087
219,CIFAR100 20-29,Baseline,4,None,0.136,0.153345624,0.094744621,0.343046683,0.727225658,0.326462386,1.086105824,0.068645954
220,CIFAR100 20-29,Noisy Student,4,"unl_factor: 0.2, threshold: 0.7, num_of_students: 3",0.302,0.303374473,0.077467698,0.276657181,0.762329367,0.342985245,3.182538509,0.255632877
221,CIFAR100 20-29,Improved Noisy Student,4,"unl_factor: 0.2, threshold: 0.7, num_of_students: 3, ensemble_size: 2",0.204,0.21311509,0.088068276,0.192492507,0.734731642,0.307498477,10.53446007,0.529629469
222,CIFAR100 20-29,Baseline,5,None,0.194,0.153129156,0.092444016,0.07854439,0.730216095,0.316789424,0.874346018,0.070204735
223,CIFAR100 20-29,Noisy Student,5,"unl_factor: 0.2, threshold: 0.8, num_of_students: 2",0.314,0.310604839,0.076821499,0.213893387,0.742534608,0.317611093,3.009921074,0.239553928
224,CIFAR100 20-29,Improved Noisy Student,5,"unl_factor: 0.2, threshold: 0.8, num_of_students: 2, ensemble_size: 3",0.264,0.259055497,0.081910219,0.250216928,0.70845198,0.311078764,7.013707876,0.667720079
225,CIFAR100 20-29,Baseline,6,None,0.278,0.270016948,0.079968846,0.380223288,0.755532309,0.358681948,0.855475187,0.106204033
226,CIFAR100 20-29,Noisy Student,6,"unl_factor: 0.1, threshold: 0.7, num_of_students: 2",0.308,0.296012885,0.076778764,0.263211752,0.723209495,0.301999962,2.836279392,0.172739267
227,CIFAR100 20-29,Improved Noisy Student,6,"unl_factor: 0.1, threshold: 0.7, num_of_students: 2, ensemble_size: 3",0.248,0.234305107,0.084031934,0.157323488,0.758029236,0.343306732,7.1457932,0.718550682
228,CIFAR100 20-29,Baseline,7,None,0.248,0.249183445,0.084180106,0.32795665,0.763480511,0.325722128,0.756896734,0.103401423
229,CIFAR100 20-29,Noisy Student,7,"unl_factor: 0.2, threshold: 0.6, num_of_students: 3",0.242,0.246936687,0.0843806,0.236176277,0.716918884,0.26778936,2.6620152,0.170644045
230,CIFAR100 20-29,Improved Noisy Student,7,"unl_factor: 0.2, threshold: 0.6, num_of_students: 3, ensemble_size: 2",0.202,0.186273984,0.090101418,0.274082999,0.753004701,0.298707366,10.16853857,0.641670942
231,CIFAR100 20-29,Baseline,8,None,0.238,0.246752873,0.083998445,0.228232983,0.7568223,0.341167303,0.826411486,0.077251911
232,CIFAR100 20-29,Noisy Student,8,"unl_factor: 0.2, threshold: 0.8, num_of_students: 3",0.296,0.30676942,0.077630089,0.316971751,0.745915212,0.346291497,2.973643064,0.250746965
233,CIFAR100 20-29,Improved Noisy Student,8,"unl_factor: 0.2, threshold: 0.8, num_of_students: 3, ensemble_size: 3",0.256,0.26520368,0.082137266,0.205820217,0.727019899,0.310432034,10.12249112,0.540090799
234,CIFAR100 20-29,Baseline,9,None,0.22,0.217738792,0.086648053,0.163699837,0.7300609,0.331667732,0.849256039,0.076144457
235,CIFAR100 20-29,Noisy Student,9,"unl_factor: 0.1, threshold: 0.7, num_of_students: 3",0.268,0.285893695,0.080813042,0.258503261,0.736081219,0.308698358,3.593296766,0.240011454
236,CIFAR100 20-29,Improved Noisy Student,9,"unl_factor: 0.1, threshold: 0.7, num_of_students: 3, ensemble_size: 3",0.316,0.310143306,0.076313408,0.255203479,0.766298141,0.363321584,10.58230567,0.596494198
237,CIFAR100 20-29,Baseline,10,None,0.326,0.330085272,0.074614444,0.347627329,0.780163651,0.378976707,0.79995513,0.068775415
238,CIFAR100 20-29,Noisy Student,10,"unl_factor: 0.1, threshold: 0.8, num_of_students: 2",0.278,0.289419189,0.080026204,0.277022089,0.745930271,0.329458298,3.453492165,0.244072676
239,CIFAR100 20-29,Improved Noisy Student,10,"unl_factor: 0.1, threshold: 0.8, num_of_students: 2, ensemble_size: 3",0.318,0.32366605,0.075704775,0.255674571,0.754554239,0.356226358,7.244650841,0.751425266
240,CIFAR100 30-39,Baseline,1,None,0.254,0.240581732,0.083657254,0.253422237,0.730176294,0.307462461,0.846960068,0.110741138
241,CIFAR100 30-39,Noisy Student,1,"unl_factor: 0.2, threshold: 0.8, num_of_students: 3",0.292,0.287362662,0.078549354,0.265508051,0.774805805,0.335198197,3.013543606,0.177878618
242,CIFAR100 30-39,Improved Noisy Student,1,"unl_factor: 0.2, threshold: 0.8, num_of_students: 3, ensemble_size: 2",0.242,0.250401728,0.08329759,0.331874095,0.737253112,0.322225059,10.18852401,0.62878561
243,CIFAR100 30-39,Baseline,2,None,0.246,0.234238072,0.084029788,0.179907766,0.767640425,0.315918452,0.84480381,0.105964422
244,CIFAR100 30-39,Noisy Student,2,"unl_factor: 0.1, threshold: 0.6, num_of_students: 2",0.286,0.285055287,0.07897197,0.349500015,0.755975581,0.326616582,3.470145702,0.177004576
245,CIFAR100 30-39,Improved Noisy Student,2,"unl_factor: 0.1, threshold: 0.6, num_of_students: 2, ensemble_size: 3",0.238,0.236271112,0.084568003,0.189274063,0.755814622,0.325679268,7.278356075,0.629165411
246,CIFAR100 30-39,Baseline,3,None,0.24,0.243368226,0.0846763,0.168419721,0.742733588,0.276869368,0.88658762,0.077517748
247,CIFAR100 30-39,Noisy Student,3,"unl_factor: 0.1, threshold: 0.7, num_of_students: 2",0.318,0.310658959,0.076272905,0.214899062,0.741277472,0.288759481,3.197989941,0.239584208
248,CIFAR100 30-39,Improved Noisy Student,3,"unl_factor: 0.1, threshold: 0.7, num_of_students: 2, ensemble_size: 2",0.29,0.300042788,0.078832818,0.186701156,0.761483922,0.320766717,7.163486719,0.656368256
249,CIFAR100 30-39,Baseline,4,None,0.224,0.223089392,0.086629907,0.142929799,0.734215534,0.287501168,0.849332333,0.37358427
250,CIFAR100 30-39,Noisy Student,4,"unl_factor: 0.2, threshold: 0.8, num_of_students: 3",0.286,0.284659639,0.079589329,0.296916988,0.707043315,0.277033572,2.93829751,0.251461744
251,CIFAR100 30-39,Improved Noisy Student,4,"unl_factor: 0.2, threshold: 0.8, num_of_students: 3, ensemble_size: 3",0.186,0.217875288,0.088699154,0.085181968,0.747495234,0.298942251,10.54815435,0.66519475
252,CIFAR100 30-39,Baseline,5,None,0.284,0.284957638,0.07901757,0.323276146,0.756304442,0.315839541,0.869017124,0.067679167
253,CIFAR100 30-39,Noisy Student,5,"unl_factor: 0.2, threshold: 0.7, num_of_students: 2",0.296,0.300008811,0.077529806,0.347620514,0.761033187,0.312042383,3.245133638,0.186039209
254,CIFAR100 30-39,Improved Noisy Student,5,"unl_factor: 0.2, threshold: 0.7, num_of_students: 2, ensemble_size: 3",0.232,0.219420788,0.085445759,0.186584359,0.777456034,0.341499016,7.551487207,0.670101881
255,CIFAR100 30-39,Baseline,6,None,0.222,0.227748669,0.087104787,0.291108096,0.705317851,0.245209116,0.778288126,0.1045959
256,CIFAR100 30-39,Noisy Student,6,"unl_factor: 0.2, threshold: 0.6, num_of_students: 3",0.258,0.280114002,0.082012331,0.164422529,0.698863743,0.256004547,3.240214825,0.241059542
257,CIFAR100 30-39,Improved Noisy Student,6,"unl_factor: 0.2, threshold: 0.6, num_of_students: 3, ensemble_size: 3",0.274,0.282271619,0.080867114,0.263403179,0.731784611,0.287209826,10.52813888,0.608984709
258,CIFAR100 30-39,Baseline,7,None,0.278,0.298285317,0.079637747,0.238714642,0.736033589,0.288966434,0.788495541,0.071004152
259,CIFAR100 30-39,Noisy Student,7,"unl_factor: 0.1, threshold: 0.8, num_of_students: 3",0.284,0.283960045,0.079623021,0.196340456,0.753782299,0.304670828,3.04927063,0.247066021
260,CIFAR100 30-39,Improved Noisy Student,7,"unl_factor: 0.1, threshold: 0.8, num_of_students: 3, ensemble_size: 3",0.198,0.23576087,0.087231373,0.098017719,0.785931794,0.342069714,10.20910358,0.55379796
261,CIFAR100 30-39,Baseline,8,None,0.214,0.206336859,0.088554782,0.202392809,0.756382313,0.30668695,0.864292145,0.073969603
262,CIFAR100 30-39,Noisy Student,8,"unl_factor: 0.2, threshold: 0.8, num_of_students: 2",0.304,0.291138788,0.078218025,0.248125295,0.7108767,0.288953171,3.095958471,0.196346045
263,CIFAR100 30-39,Improved Noisy Student,8,"unl_factor: 0.2, threshold: 0.8, num_of_students: 2, ensemble_size: 2",0.292,0.285368944,0.079284819,0.354848947,0.751756013,0.295061533,7.756061554,0.60126853
264,CIFAR100 30-39,Baseline,9,None,0.314,0.276750964,0.076836149,0.243442942,0.746963907,0.304447425,0.767492294,0.103588104
265,CIFAR100 30-39,Noisy Student,9,"unl_factor: 0.1, threshold: 0.7, num_of_students: 2",0.298,0.283469955,0.077980397,0.175427584,0.7174434,0.262198118,3.298969746,0.238116026
266,CIFAR100 30-39,Improved Noisy Student,9,"unl_factor: 0.1, threshold: 0.7, num_of_students: 2, ensemble_size: 2",0.284,0.254556396,0.079916206,0.204504714,0.734958114,0.273249852,7.419490099,0.661822081
267,CIFAR100 30-39,Baseline,10,None,0.272,0.269290349,0.081399165,0.168554756,0.720770803,0.268192893,0.87156868,0.106554031
268,CIFAR100 30-39,Noisy Student,10,"unl_factor: 0.1, threshold: 0.8, num_of_students: 2",0.298,0.291349242,0.078636386,0.205957399,0.741888679,0.281632619,3.571380615,0.188388586
269,CIFAR100 30-39,Improved Noisy Student,10,"unl_factor: 0.1, threshold: 0.8, num_of_students: 2, ensemble_size: 3",0.232,0.219642116,0.086135659,0.10121114,0.752436056,0.304432612,7.631966829,0.681645155
270,CIFAR100 40-49,Baseline,1,None,0.284,0.297690874,0.079223308,0.385556738,0.766883282,0.36539094,0.853197098,0.07008028
271,CIFAR100 40-49,Noisy Student,1,"unl_factor: 0.1, threshold: 0.6, num_of_students: 2",0.306,0.322645624,0.076843108,0.176499407,0.742681629,0.32741124,2.986085653,0.181672096
272,CIFAR100 40-49,Improved Noisy Student,1,"unl_factor: 0.1, threshold: 0.6, num_of_students: 2, ensemble_size: 3",0.218,0.229075801,0.08692352,0.180399772,0.731160035,0.33034144,7.632162571,0.596863985
273,CIFAR100 40-49,Baseline,2,None,0.314,0.299919665,0.076332435,0.263185587,0.785128658,0.378115891,0.898397923,0.103019714
274,CIFAR100 40-49,Noisy Student,2,"unl_factor: 0.2, threshold: 0.7, num_of_students: 3",0.31,0.293309578,0.077151568,0.261370506,0.771621471,0.348589384,3.265885353,0.184881926
275,CIFAR100 40-49,Improved Noisy Student,2,"unl_factor: 0.2, threshold: 0.7, num_of_students: 3, ensemble_size: 3",0.256,0.254926221,0.081971169,0.355821635,0.774201359,0.362616313,10.76853156,0.617117405
276,CIFAR100 40-49,Baseline,3,None,0.268,0.267488257,0.081801576,0.299202408,0.751475105,0.372498509,1.069430113,0.090363741
277,CIFAR100 40-49,Noisy Student,3,"unl_factor: 0.2, threshold: 0.8, num_of_students: 2",0.326,0.333974867,0.074757989,0.226078369,0.737762757,0.351141037,3.062483072,0.245768785
278,CIFAR100 40-49,Improved Noisy Student,3,"unl_factor: 0.2, threshold: 0.8, num_of_students: 2, ensemble_size: 2",0.296,0.294819349,0.078555743,0.286831489,0.753183169,0.371034441,7.34604311,0.735833645
279,CIFAR100 40-49,Baseline,4,None,0.266,0.255036572,0.081597769,0.305856261,0.759687029,0.369899494,0.8930161,0.105077267
280,CIFAR100 40-49,Noisy Student,4,"unl_factor: 0.2, threshold: 0.8, num_of_students: 3",0.326,0.310348962,0.075766624,0.319326959,0.765594487,0.36183884,3.088405132,0.240135193
281,CIFAR100 40-49,Improved Noisy Student,4,"unl_factor: 0.2, threshold: 0.8, num_of_students: 3, ensemble_size: 2",0.28,0.27162835,0.080885513,0.243521583,0.772390811,0.375363213,10.7703898,0.67663908
282,CIFAR100 40-49,Baseline,5,None,0.152,0.154092939,0.093768107,0.155687678,0.730796039,0.302424774,0.87883997,0.073093653
283,CIFAR100 40-49,Noisy Student,5,"unl_factor: 0.2, threshold: 0.6, num_of_students: 3",0.328,0.328628497,0.074958882,0.268412553,0.793559341,0.404910842,3.253330946,0.182261467
284,CIFAR100 40-49,Improved Noisy Student,5,"unl_factor: 0.2, threshold: 0.6, num_of_students: 3, ensemble_size: 3",0.296,0.301748547,0.077993019,0.248734909,0.781540924,0.387570987,10.43969393,0.606015444
285,CIFAR100 40-49,Baseline,6,None,0.288,0.304874864,0.078770792,0.332619274,0.779725949,0.384284416,0.867964745,0.072315693
286,CIFAR100 40-49,Noisy Student,6,"unl_factor: 0.1, threshold: 0.7, num_of_students: 2",0.342,0.348081894,0.073171743,0.352449973,0.784667865,0.392162964,3.2275455,0.237412453
287,CIFAR100 40-49,Improved Noisy Student,6,"unl_factor: 0.1, threshold: 0.7, num_of_students: 2, ensemble_size: 3",0.29,0.296721363,0.078788776,0.27345679,0.773378057,0.393373866,7.425704241,0.60537982
288,CIFAR100 40-49,Baseline,7,None,0.252,0.25272271,0.08308558,0.283118445,0.768747899,0.383437946,0.876279116,0.103115082
289,CIFAR100 40-49,Noisy Student,7,"unl_factor: 0.2, threshold: 0.7, num_of_students: 2",0.36,0.349824224,0.071738148,0.267687003,0.780584584,0.382074614,3.239838123,0.246509075
290,CIFAR100 40-49,Improved Noisy Student,7,"unl_factor: 0.2, threshold: 0.7, num_of_students: 2, ensemble_size: 3",0.298,0.289809291,0.077784609,0.311536682,0.798805905,0.42367248,7.846325636,0.730026722
291,CIFAR100 40-49,Baseline,8,None,0.288,0.283569535,0.080313563,0.317693755,0.781064724,0.411628402,0.919307709,0.073958158
292,CIFAR100 40-49,Noisy Student,8,"unl_factor: 0.2, threshold: 0.8, num_of_students: 2",0.368,0.379190458,0.070427072,0.260864098,0.80224969,0.451736982,3.102468729,0.180164576
293,CIFAR100 40-49,Improved Noisy Student,8,"unl_factor: 0.2, threshold: 0.8, num_of_students: 2, ensemble_size: 2",0.282,0.299699314,0.078901247,0.31673279,0.793982995,0.412106296,7.31174922,0.609657288
294,CIFAR100 40-49,Baseline,9,None,0.236,0.249315205,0.084484489,0.294415869,0.75618756,0.351497677,0.853848457,0.116124868
295,CIFAR100 40-49,Noisy Student,9,"unl_factor: 0.1, threshold: 0.8, num_of_students: 2",0.316,0.330829263,0.07532661,0.371496632,0.745628327,0.333772805,3.294386864,0.190241814
296,CIFAR100 40-49,Improved Noisy Student,9,"unl_factor: 0.1, threshold: 0.8, num_of_students: 2, ensemble_size: 2",0.314,0.313653434,0.076196608,0.257800333,0.771922555,0.366796894,7.504521847,0.676806927
297,CIFAR100 40-49,Baseline,10,None,0.15,0.148481781,0.094605086,0.069887471,0.77643575,0.383207202,0.846725941,0.074197531
